"Id"	"Application"	"Levels"	"Operatingtime"	"Operatingaddress"	"Logger"	"Callsite"	"Requesturl"	"Referrerurl"	"Action"	"Message"	"Exception"
"155"	"0001:DncZeus.Api"	"Error"	"2020/10/17 14:15:59.930"	"127.0.0.1"	"Microsoft.EntityFrameworkCore.Query"	"Microsoft.EntityFrameworkCore.Diagnostics.EventDefinition`3.Log"	"http://localhost/api/v1/workflow/wlist/list"		"List"	"An exception occurred while iterating over the results of a query for context type 'DncZeus.Api.Entities.DncZeusDbContext'.
System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"	"System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"
"156"	"0001:DncZeus.Api"	"Error"	"2020/10/17 14:17:03.895"	"127.0.0.1"	"Microsoft.EntityFrameworkCore.Query"	"Microsoft.EntityFrameworkCore.Diagnostics.EventDefinition`3.Log"	"http://localhost/api/v1/system/dictionary/find_simple_list/workflow_list_type"		"FindSimpleList"	"An exception occurred while iterating over the results of a query for context type 'DncZeus.Api.Entities.DncZeusDbContext'.
System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"	"System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"
"157"	"0001:DncZeus.Api"	"Error"	"2020/10/17 14:17:03.895"	"127.0.0.1"	"Microsoft.EntityFrameworkCore.Query"	"Microsoft.EntityFrameworkCore.Diagnostics.EventDefinition`3.Log"	"http://localhost/api/v1/system/dictionary/find_simple_list/workflow_list_status"		"FindSimpleList"	"An exception occurred while iterating over the results of a query for context type 'DncZeus.Api.Entities.DncZeusDbContext'.
System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"	"System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"
"158"	"0001:DncZeus.Api"	"Error"	"2020/10/17 14:17:03.895"	"127.0.0.1"	"Microsoft.EntityFrameworkCore.Query"	"Microsoft.EntityFrameworkCore.Diagnostics.EventDefinition`3.Log"	"http://localhost/api/v1/workflow/template/find_simple_list"		"FindSimpleList"	"An exception occurred while iterating over the results of a query for context type 'DncZeus.Api.Entities.DncZeusDbContext'.
System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"	"System.InvalidOperationException: A second operation started on this context before a previous operation completed. This is usually caused by different threads using the same instance of DbContext. For more information on how to avoid threading issues with DbContext, see https://go.microsoft.com/fwlink/?linkid=2097913.
   at Microsoft.EntityFrameworkCore.Internal.ConcurrencyDetector.EnterCriticalSection()
   at Microsoft.EntityFrameworkCore.Query.Internal.QueryingEnumerable`1.AsyncEnumerator.MoveNextAsync()"
"159"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:26:30.668"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/account/profile"		"Profile"	"An exception has been raised that is likely due to a transient failure. Consider enabling transient error resiliency by adding 'EnableRetryOnFailure()' to the 'UseMySql' call."	
"160"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:29:26.789"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/home/init"		"Init"	"异常测试"	
"161"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:30:36.729"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/home/init"		"Init"	"异常测试"	
"162"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:37:22.387"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对Template的List操作权限，请联系管理员添加"	
"163"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:37:22.387"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对Template的Tree操作权限，请联系管理员添加"	
"164"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:37:22.387"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对Template的Tree操作权限，请联系管理员添加"	
"165"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:37:37.166"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对Template的List操作权限，请联系管理员添加"	
"166"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:37:37.166"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对Template的Tree操作权限，请联系管理员添加"	
"167"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:37:37.176"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对Template的Tree操作权限，请联系管理员添加"	
"168"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:46:38.487"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/user/position/find_simple_list"		"FindSimpleList"	"对不起您没有对Position的FindSimpleList操作权限，请联系管理员添加"	
"169"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:46:38.487"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/user/department/find_simple_list"		"FindSimpleList"	"对不起您没有对Department的FindSimpleList操作权限，请联系管理员添加"	
"170"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:46:38.487"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对User的List操作权限，请联系管理员添加"	
"171"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:48:22.813"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对Template的Tree操作权限，请联系管理员添加"	
"172"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:48:22.813"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对Template的List操作权限，请联系管理员添加"	
"173"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:48:22.813"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对Template的Tree操作权限，请联系管理员添加"	
"174"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:48:32.020"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/home/init"		"Init"	"异常测试"	
"175"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:49:32.913"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对Template的List操作权限，请联系管理员添加"	
"176"	"0001:DncZeus.Api"	"Error"	"2020/10/17 15:50:53.044"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对Template的List操作权限，请联系管理员添加"	
"177"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:06:00.737"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"One or more errors occurred. (Error converting value ""delete"" to type 'DncZeus.Api.Extensions.CustomException.CanAccessAction'. Path 'CanAccesses[0].Actions[0]', line 1, position 71.)"	
"178"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:06:00.737"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"One or more errors occurred. (Error converting value ""delete"" to type 'DncZeus.Api.Extensions.CustomException.CanAccessAction'. Path 'CanAccesses[0].Actions[0]', line 1, position 71.)"	
"179"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:06:00.737"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"One or more errors occurred. (Error converting value ""delete"" to type 'DncZeus.Api.Extensions.CustomException.CanAccessAction'. Path 'CanAccesses[0].Actions[0]', line 1, position 71.)"	
"180"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:06:06.336"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"One or more errors occurred. (Error converting value ""delete"" to type 'DncZeus.Api.Extensions.CustomException.CanAccessAction'. Path 'CanAccesses[0].Actions[0]', line 1, position 71.)"	
"181"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:06:13.717"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"One or more errors occurred. (Error converting value ""delete"" to type 'DncZeus.Api.Extensions.CustomException.CanAccessAction'. Path 'CanAccesses[0].Actions[0]', line 1, position 71.)"	
"182"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:07:23.204"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"One or more errors occurred. (Error converting value ""delete"" to type 'DncZeus.Api.Extensions.CustomException.CanAccessAction'. Path 'CanAccesses[0].Actions[0]', line 1, position 71.)"	
"183"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:08:35.420"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对Template的List操作权限，请联系管理员添加"	
"184"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:21:34.890"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对的操作权限，请联系管理员添加"	
"185"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:21:34.882"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对的操作权限，请联系管理员添加"	
"186"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:21:34.882"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对的操作权限，请联系管理员添加"	
"187"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:22:26.813"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对的操作权限，请联系管理员添加"	
"188"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:22:57.803"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"Value cannot be null. (Parameter 'g')"	
"189"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:24:06.808"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对的操作权限，请联系管理员添加"	
"190"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:24:06.832"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对的操作权限，请联系管理员添加"	
"191"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:24:06.881"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对的操作权限，请联系管理员添加"	
"192"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:24:29.045"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对模板管理的操作权限，请联系管理员添加"	
"193"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:27:44.421"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【List】操作权限，请联系管理员添加"	
"194"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:40:13.034"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】操作权限，请联系管理员添加"	
"195"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:43:44.362"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"196"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:43:44.362"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"197"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:43:44.362"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】权限，请联系管理员添加"	
"198"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:43:56.935"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"199"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:20.489"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】权限，请联系管理员添加"	
"200"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:23.202"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】权限，请联系管理员添加"	
"201"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:26.756"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/user/department/find_simple_list"		"FindSimpleList"	"对不起您没有对【Department】的【FindSimpleList】权限，请联系管理员添加"	
"202"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:26.756"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/user/position/find_simple_list"		"FindSimpleList"	"对不起您没有对【Position】的【FindSimpleList】权限，请联系管理员添加"	
"203"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:26.756"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"204"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:38.128"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"205"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:44:54.761"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"206"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:46:19.013"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"207"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:46:40.837"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"208"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:46:40.837"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/user/department/find_simple_list"		"FindSimpleList"	"对不起您没有对【Department】的【FindSimpleList】权限，请联系管理员添加"	
"209"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:46:40.841"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/user/position/find_simple_list"		"FindSimpleList"	"对不起您没有对【Position】的【FindSimpleList】权限，请联系管理员添加"	
"210"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:46:47.514"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"211"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:48:53.695"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"对不起您没有对【用户管理】的【查看】权限，请联系管理员添加"	
"212"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:49:22.365"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"Cannot access a disposed object. A common cause of this error is disposing a context that was resolved from dependency injection and then later trying to use the same context instance elsewhere in your application. This may occur if you are calling Dispose() on the context, or wrapping the context in a using statement. If you are using dependency injection, you should let the dependency injection container take care of disposing context instances.
Object name: 'DncZeusDbContext'."	
"213"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:53:40.485"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/rbac/user/list"		"List"	"Cannot access a disposed object. A common cause of this error is disposing a context that was resolved from dependency injection and then later trying to use the same context instance elsewhere in your application. This may occur if you are calling Dispose() on the context, or wrapping the context in a using statement. If you are using dependency injection, you should let the dependency injection container take care of disposing context instances.
Object name: 'DncZeusDbContext'."	
"214"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:53:57.379"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】权限，请联系管理员添加"	
"215"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:53:57.379"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"216"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:53:57.394"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"217"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:54:12.158"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】权限，请联系管理员添加"	
"218"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:54:12.158"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"219"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:54:12.171"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
"220"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:54:18.654"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/list"		"List"	"对不起您没有对【模板管理】的【查看】权限，请联系管理员添加"	
"221"	"0001:DncZeus.Api"	"Error"	"2020/10/17 16:54:18.654"	"::1"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware"	"DncZeus.Api.Extensions.CustomException.ExceptionMiddleware.InvokeAsync"	"http://localhost/api/v1/workflow/template/tree"		"Tree"	"对不起您没有对【模板管理】的【Tree】权限，请联系管理员添加"	
